国家,日期,累计确诊,累计死亡,累计治愈
意大利,03.20,41035,4440,3405
意大利,03.19,35713,4025,2978
意大利,03.18,31506,2941,2503
意大利,03.17,27980,2749,2158
意大利,03.16,24747,2335,1809
意大利,03.15,21157,1966,1441
意大利,03.14,17660,1439,1266
意大利,03.13,15113,1258,1016
意大利,03.12,12462,1045,827
意大利,03.11,10149,1004,631
意大利,03.10,9172,724,463
意大利,03.09,7375,622,366
意大利,03.08,5883,589,233
意大利,03.07,4636,523,197
意大利,03.06,3858,414,148
意大利,03.05,3089,276,107
意大利,03.04,2502,160,79
意大利,03.03,2036,149,52
意大利,03.02,1709,83,41
意大利,03.01,1128,50,29
意大利,02.29,995,46,21
意大利,02.28,655,45,17
意大利,02.27,528,42,14
意大利,02.26,374,1,12
意大利,02.25,283,1,7
意大利,02.24,230,2,6
新加坡,06.15,40818,29589,26
新加坡,06.14,40604,28808,26
新加坡,06.13,40197,28040,25
新加坡,06.12,39850,27286,25
新加坡,06.11,39387,26532,25
新加坡,06.10,38965,26532,25
新加坡,06.09,38514,25368,25
新加坡,06.08,38296,24886,25
新加坡,06.07,37910,24886,25
新加坡,06.06,37527,24209,24
新加坡,06.05,37183,23904,24
新加坡,06.04,36922,23582,24
新加坡,06.03,36405,23175,24
新加坡,06.02,35836,22466,24
新加坡,06.01,35292,21699,23
新加坡,05.31,34884,20727,23
新加坡,05.30,34366,19631,23
新加坡,05.29,33860,18294,23
新加坡,05.28,33249,17276,23
新加坡,05.27,32876,16444,23
新加坡,05.26,32343,15738,23
新加坡,05.25,31960,14876,23
新加坡,05.24,31616,13882,23
新加坡,05.23,31068,12995,23
新加坡,05.22,30426,12117,23
新加坡,05.21,29812,11207,22
新加坡,05.20,29364,10365,22
新加坡,05.19,28794,9835,22
新加坡,05.18,28343,9340,22
新加坡,05.17,28038,8342,22
新加坡,05.16,27356,7248,21
新加坡,05.15,26891,5973,21
新加坡,05.14,26098,4809,21
新加坡,05.13,25346,3851,21
新加坡,05.12,24671,3225,21
新加坡,05.11,23822,2721,20
新加坡,05.10,23336,2296,20
新加坡,05.09,22460,2040,20
新加坡,05.08,21707,1712,20
新加坡,05.07,20939,1634,20
新加坡,05.06,20198,1519,18
新加坡,05.05,19410,1457,18
新加坡,05.04,18778,1408,18
新加坡,05.03,18205,1347,17
新加坡,05.02,17548,1268,16
新加坡,05.01,17101,1244,15
新加坡,04.30,16169,1188,14
新加坡,04.29,15641,1128,14
新加坡,04.28,14951,1095,14
新加坡,04.27,14423,1060,12
新加坡,04.26,13624,1002,12
新加坡,04.25,12693,956,12
新加坡,04.24,12075,924,12
新加坡,04.23,11178,896,12
新加坡,04.22,10141,839,11
新加坡,04.21,9125,801,11
新加坡,04.20,8014,768,11
新加坡,04.19,6588,740,11
新加坡,04.18,5992,708,11
新加坡,04.17,5050,683,10
新加坡,04.16,4427,652,10
新加坡,04.15,3699,652,10
新加坡,04.14,3252,611,10
新加坡,04.13,2532,560,8
新加坡,04.12,2299,528,8
新加坡,04.11,2299,528,8
新加坡,04.10,2108,492,7
新加坡,04.09,1910,406,6
新加坡,04.08,1623,406,6
新加坡,04.07,1375,344,6
新加坡,04.06,1375,344,6
新加坡,04.05,1309,297,6
新加坡,04.04,1189,282,6
新加坡,04.03,1114,266,5
新加坡,04.02,1049,266,4
新加坡,04.01,1000,245,3
新加坡,03.31,926,228,3
新加坡,03.30,879,228,3
新加坡,03.29,844,198,3
新加坡,03.28,802,183,2
新加坡,03.27,732,183,2
新加坡,03.26,683,160,2
新加坡,03.25,631,144,2
新加坡,03.24,558,144,2
新加坡,03.23,509,144,2
新加坡,03.22,455,140,2
新加坡,03.21,432,131,2
新加坡,03.20,385,124,0
新加坡,03.19,345,117,0
新加坡,03.18,313,114,0
新加坡,03.17,243,109,0
新加坡,03.16,243,109,0
新加坡,03.15,226,105,0
新加坡,03.14,212,97,0
新加坡,03.13,200,97,0
新加坡,03.12,187,96,0
新加坡,03.11,178,96,0
新加坡,03.10,166,93,0
新加坡,03.09,160,93,0
新加坡,03.08,150,90,0
新加坡,03.07,138,90,0
新加坡,03.06,130,81,0
新加坡,03.05,117,74,0
新加坡,03.04,112,74,0
新加坡,03.03,110,74,0
新加坡,03.02,106,74,0
新加坡,03.01,106,72,0
新加坡,02.29,102,72,0
新加坡,02.28,96,66,0
新加坡,02.27,93,62,0
新加坡,02.26,93,62,0
新加坡,02.25,91,58,0
新加坡,02.24,90,53,0
新加坡,02.23,89,51,0
新加坡,02.22,89,47,0
新加坡,02.21,86,47,0
新加坡,02.20,85,37,0
新加坡,02.19,84,34,0
新加坡,02.18,81,29,0
新加坡,02.17,77,24,0
新加坡,02.16,75,19,0
新加坡,02.15,72,18,0
新加坡,02.14,67,17,0
新加坡,02.13,58,15,0
新加坡,02.12,50,15,0
新加坡,02.11,47,9,0
新加坡,02.10,45,7,0
新加坡,02.09,43,6,0
新加坡,02.08,40,0,0
新加坡,02.07,33,0,0
新加坡,02.06,30,0,0
新加坡,02.05,28,0,0
新加坡,02.04,24,0,0
新加坡,02.03,18,0,0
新加坡,02.02,18,0,0
新加坡,02.01,18,0,0
新加坡,01.31,16,0,0
新加坡,01.30,13,0,0
新加坡,01.29,10,0,0
新加坡,01.28,7,0,0
新加坡,01.27,5,0,0
新加坡,01.26,4,0,0
新加坡,01.25,3,0,0
新加坡,01.24,3,0,0
新加坡,01.23,1,0,0
日本,06.15,17508,15626,929
日本,06.14,17508,15626,927
日本,06.13,17454,15626,927
日本,06.12,17347,15626,923
日本,06.11,17306,15298,922
日本,06.10,17306,15298,922
日本,06.09,17223,15043,920
日本,06.08,17202,14990,920
日本,06.07,17164,14983,917
日本,06.06,17118,14927,916
日本,06.05,17118,14836,914
日本,06.04,17078,14702,910
日本,06.03,17000,14702,905
日本,06.02,17000,14585,902
日本,06.01,16912,14459,900
日本,05.31,16833,14342,898
日本,05.30,16833,14231,889
日本,05.29,16833,14170,889
日本,05.28,16775,14147,882
日本,05.27,16696,14627,869
日本,05.26,16660,13810,860
日本,05.25,16628,13612,851
日本,05.24,16611,13244,839
日本,05.23,16569,13005,825
日本,05.22,16518,12672,801
日本,05.21,16433,12286,784
日本,05.20,16394,11884,773
日本,05.19,16391,11884,773
日本,05.18,16337,11153,744
日本,05.17,16249,10338,727
日本,05.16,16249,10338,727
日本,05.15,16249,9868,727
日本,05.14,16171,9868,702
日本,05.13,16064,8920,679
日本,05.12,16049,8920,678
日本,05.11,15889,8531,648
日本,05.10,15847,8293,633
日本,05.09,15726,5906,613
日本,05.08,15649,5146,606
日本,05.07,15567,5146,585
日本,05.06,15442,4587,570
日本,05.05,15253,4156,556
日本,05.04,15079,3981,536
日本,05.03,15068,3205,531
日本,05.02,14576,3187,500
日本,05.01,14571,3187,481
日本,04.30,14197,3187,435
日本,04.29,14116,3187,435
日本,04.28,13888,3187,413
日本,04.27,13590,2905,383
日本,04.26,13440,2536,372
日本,04.25,13231,2536,360
日本,04.24,12859,2536,345
日本,04.23,12429,2408,324
日本,04.22,11965,1424,295
日本,04.21,11543,1356,275
日本,04.20,11154,1239,263
日本,04.19,10806,1069,236
日本,04.18,10311,1012,222
日本,04.17,9827,1012,205
日本,04.16,9292,918,186
日本,04.15,8721,901,178
日本,04.14,8167,853,159
日本,04.13,7614,762,138
日本,04.12,7399,762,137
日本,04.11,6877,762,129
日本,04.10,6134,714,119
日本,04.09,5537,632,108
日本,04.08,4961,632,104
日本,04.07,4459,622,98
日本,04.06,4083,592,97
日本,04.05,3858,514,93
日本,04.04,3497,514,84
日本,04.03,3122,514,77
日本,04.02,2769,505,71
日本,04.01,2494,424,67
日本,03.31,2222,424,66
日本,03.30,1965,424,58
日本,03.29,1893,372,56
日本,03.28,1724,372,54
日本,03.27,1515,372,52
日本,03.26,1399,359,47
日本,03.25,1307,301,45
日本,03.24,1209,301,42
日本,03.23,1140,285,42
日本,03.22,1101,215,41
日本,03.21,1054,215,36
日本,03.20,1016,215,35
日本,03.19,959,215,33
日本,03.18,919,191,31
日本,03.17,880,164,29
日本,03.16,835,135,28
日本,03.15,818,135,24
日本,03.14,786,135,22
日本,03.13,725,135,21
日本,03.12,690,118,19
日本,03.11,634,118,15
日本,03.10,581,102,12
日本,03.09,522,101,9
日本,03.08,494,130,7
日本,03.07,461,130,6
日本,03.06,417,130,6
日本,03.05,360,67,6
日本,03.04,329,50,6
日本,03.03,293,48,6
日本,03.02,274,43,6
日本,03.01,256,43,6
日本,02.29,242,43,5
日本,02.28,233,34,3
日本,02.27,214,34,3
日本,02.26,189,29,3
日本,02.25,171,27,2
日本,02.24,159,25,2
日本,02.23,147,25,2
日本,02.22,135,23,1
日本,02.21,109,22,1
日本,02.20,94,14,1
日本,02.19,84,14,1
日本,02.18,74,13,1
日本,02.17,61,2,1
日本,02.16,53,2,1
美国,06.15,2162144,867849,117853
美国,06.14,2142224,854106,117527
美国,06.13,2116922,841934,116825
美国,06.12,2092132,816467,116106
美国,06.11,2068139,808556,115166
美国,06.10,2045715,788881,114151
美国,06.09,2026493,773480,113055
美国,06.08,2008792,761729,116929
美国,06.07,1990602,752049,112128
美国,06.06,1969406,738734,111478
美国,06.05,1926269,712436,110255
美国,06.04,1902031,688670,109146
美国,06.03,1882478,646414,108104
美国,06.02,1861474,615654,106990
美国,06.01,1839119,603889,106241
美国,05.31,1819788,603889,105634
美国,05.30,1793530,603889,104542
美国,05.29,1770330,603889,103379
美国,05.28,1745803,603889,102107
美国,05.27,1728954,603889,100686
美国,05.26,1709393,603889,99909
美国,05.25,1689727,603889,99381
美国,05.24,1668493,523496,98706
美国,05.23,1648283,523496,97732
美国,05.22,1623352,523496,96432
美国,05.21,1596933,523496,95059
美国,05.20,1572114,523496,93594
美国,05.19,1552304,521775,92072
美国,05.18,1528179,521775,90988
美国,05.17,1509444,521775,90142
美国,05.16,1487065,521775,88603
美国,05.15,1459684,521775,86970
美国,05.14,1433375,521775,86056
美国,05.13,1411128,521775,83564
美国,05.12,1388283,521775,82018
美国,05.11,1369943,521775,80846
美国,05.10,1349605,238081,80101
美国,05.09,1324352,223930,78701
美国,05.08,1293907,217251,76998
美国,05.07,1263705,213109,74817
美国,05.06,1239848,201152,72381
美国,05.05,1214023,188069,69974
美国,05.04,1191854,180152,68702
美国,05.03,1162383,175382,67505
美国,05.02,1134059,164015,65886
美国,05.01,1099275,156089,63972
美国,04.30,1065739,147473,61715
美国,04.29,1036417,143098,59284
美国,04.28,1012147,139419,56933
美国,04.27,990021,118869,55499
美国,04.26,960896,118162,54265
美国,04.25,906551,99120,52042
美国,04.24,886709,85922,50243
美国,04.23,849092,84050,47681
美国,04.22,826184,75682,45150
美国,04.21,788920,73533,42458
美国,04.20,760570,71011,40702
美国,04.19,735366,66854,39095
美国,04.18,706832,60523,37086
美国,04.17,672246,56257,33318
美国,04.16,639733,52739,30990
美国,04.15,609696,49966,26664
美国,04.14,587752,44319,23765
美国,04.13,558526,42735,22146
美国,04.12,530203,37024,20622
美国,04.11,501701,29192,18781
美国,04.10,466396,26522,16703
美国,04.09,432554,24213,14829
美国,04.08,399979,22539,12912
美国,04.07,368533,19972,11008
美国,04.06,337933,17582,9653
美国,04.05,312245,15021,8503
美国,04.04,278458,9897,7159
美国,04.03,245573,9228,6058
美国,04.02,216768,8672,5138
美国,04.01,189753,7141,4079
美国,03.31,164785,5896,3170
美国,03.30,143836,4865,2514
美国,03.29,124763,2612,2197
美国,03.28,104865,2072,1707
美国,03.27,85840,1544,1297
美国,03.26,69197,616,1050
美国,03.25,55041,178,768
美国,03.24,46450,178,593
美国,03.23,35224,178,471
美国,03.22,26747,171,341
美国,03.21,19624,147,268
美国,03.20,14250,108,205
美国,03.19,10259,106,152
美国,03.18,6552,48,116
美国,03.17,4661,48,90
美国,03.16,3774,12,69
美国,03.15,2885,12,61
美国,03.14,2223,12,50
美国,03.13,1666,12,41
美国,03.12,1322,12,38
美国,03.11,1004,12,31
美国,03.10,728,12,26
美国,03.09,572,12,22
美国,03.08,447,9,19
美国,03.07,335,9,17
美国,03.06,236,9,14
美国,03.05,160,9,11
美国,03.04,126,7,9
美国,03.03,105,7,6
美国,03.02,89,7,2
美国,03.01,69,1,1
美国,02.28,60,1,0
美国,02.27,60,0,0
美国,02.26,57,1,0
美国,02.25,53,1,0
美国,02.24,34,1,0
美国,02.23,34,1,0
美国,02.22,34,1,0
美国,02.21,15,1,0
美国,02.20,15,1,0
美国,02.19,15,1,0
美国,02.18,15,1,0
美国,02.17,15,1,0
美国,02.16,15,1,0
美国,02.15,15,1,0
美国,02.14,15,1,0
美国,02.13,15,1,0
美国,02.12,13,1,0
美国,02.11,13,1,0
美国,02.10,12,1,0
美国,02.09,12,1,0
美国,02.08,12,1,0
美国,02.07,12,1,0
美国,02.06,12,1,0
美国,02.05,11,1,0
美国,02.04,11,1,0
美国,02.03,11,1,0
美国,02.02,8,1,0
美国,02.01,6,1,0
美国,01.31,6,0,0
美国,01.30,5,0,0
美国,01.29,5,0,0
美国,01.28,5,0,0
美国,01.27,5,0,0
美国,01.26,3,0,0
美国,01.25,2,0,0
美国,01.24,1,0,0
美国,01.23,1,0,0
美国,01.22,1,0,0
捷克,06.15,10027,7245,330
捷克,06.14,9991,7219,330
捷克,06.13,9942,7215,330
捷克,06.12,9887,7170,330
捷克,06.11,9826,7124,330
捷克,06.10,9763,7057,330
捷克,06.09,9699,7009,328
捷克,06.08,9629,6896,328
捷克,06.07,9574,6885,327
捷克,06.06,9530,6881,327
捷克,06.05,9494,6809,326
捷克,06.04,9441,6752,325
捷克,06.03,9374,6693,323
捷克,06.02,9308,6642,321
捷克,06.01,9273,6562,320
捷克,05.31,9233,6546,319
捷克,05.30,9200,6502,319
捷克,05.29,9143,6464,319
捷克,05.28,9103,6377,317
捷克,05.27,9052,6279,317
捷克,05.26,9004,6182,317
捷克,05.25,8957,6083,315
捷克,05.24,8891,6047,315
捷克,05.23,8820,6026,312
捷克,05.22,8757,5932,306
捷克,05.21,8721,5830,304
捷克,05.20,8683,5731,303
捷克,05.19,8604,5687,301
捷克,05.18,8480,5468,298
捷克,05.17,8457,5422,297
捷克,05.16,8406,5381,295
捷克,05.15,8351,5241,293
捷克,05.14,8275,5058,290
捷克,05.13,8223,4899,284
捷克,05.12,8177,4738,283
捷克,05.11,8123,4482,280
捷克,05.10,8095,4448,276
捷克,05.09,8078,4414,273
捷克,05.08,8034,4372,270
捷克,05.07,7979,4214,263
捷克,05.06,7899,4017,258
捷克,05.05,7841,3816,252
捷克,05.04,7781,3592,249
捷克,05.03,7755,3471,245
捷克,05.02,7740,3378,241
捷克,05.01,7689,3314,237
捷克,04.30,7581,3120,227
捷克,04.29,7504,2960,227
捷克,04.28,7449,2842,223
捷克,04.27,7408,2600,221
捷克,04.26,7352,2471,219
捷克,04.25,7273,2389,215
捷克,04.24,7188,2186,213
捷克,04.23,7136,2002,210
捷克,04.22,7041,1800,204
捷克,04.21,6914,1597,196
捷克,04.20,6787,1311,188
捷克,04.19,6657,1235,181
捷克,04.18,6553,1183,176
捷克,04.17,6437,979,170
捷克,04.16,6303,831,166
捷克,04.15,6151,676,163
捷克,04.14,6059,527,147
捷克,04.13,5991,467,139
捷克,04.12,5905,442,132
捷克,04.11,5735,370,123
捷克,04.10,5589,309,113
捷克,04.09,5335,243,104
捷克,04.08,5033,181,91
捷克,04.07,4828,127,80
捷克,04.06,4591,96,72
捷克,04.05,4475,78,62
捷克,04.04,4194,74,56
捷克,04.03,3869,71,46
捷克,04.02,3604,61,40
捷克,04.01,3330,45,31
捷克,03.31,3002,25,23
捷克,03.30,2878,11,17
捷克,03.29,2697,11,13
捷克,03.28,2422,11,9
捷克,03.27,2062,10,9
捷克,03.26,1654,10,10
捷克,03.25,1497,10,5
捷克,03.24,1289,7,2
捷克,03.23,1165,7,1
捷克,03.22,1047,6,0
捷克,03.21,833,4,0
捷克,03.20,774,3,0
捷克,03.19,572,3,0
捷克,03.18,344,0,0
捷克,03.17,344,0,0
捷克,03.16,253,0,0
捷克,03.15,189,0,0
捷克,03.14,141,0,0
捷克,03.13,96,0,0
捷克,03.12,91,0,0
捷克,03.11,61,0,0
捷克,03.10,40,0,0
捷克,03.09,32,0,0
捷克,03.08,21,0,0
捷克,03.07,18,0,0
捷克,03.06,12,0,0
捷克,03.05,8,0,0
捷克,03.04,5,0,0
捷克,03.03,5,0,0
捷克,03.02,3,0,0
印度尼西亚,06.15,39294,15123,2198
印度尼西亚,06.14,38277,14531,2134
印度尼西亚,06.13,37420,13776,2091
印度尼西亚,06.12,36406,13213,2048
印度尼西亚,06.11,35295,12636,2000
印度尼西亚,06.10,34316,12129,1959
印度尼西亚,06.09,33076,11414,1923
印度尼西亚,06.08,32033,10904,1883
印度尼西亚,06.07,31186,10498,1851
印度尼西亚,06.06,30514,9907,1801
印度尼西亚,06.05,29521,9443,1770
印度尼西亚,06.04,28818,8892,1721
印度尼西亚,06.03,28233,8406,1698
印度尼西亚,06.02,27549,7935,1663
印度尼西亚,06.01,26940,7637,1641
印度尼西亚,05.31,26473,7308,1613
印度尼西亚,05.30,25773,7015,1573
印度尼西亚,05.29,25216,6492,1520
印度尼西亚,05.28,24538,6240,1496
印度尼西亚,05.27,23851,6057,1473
印度尼西亚,05.26,23165,5877,1418
印度尼西亚,05.25,22750,5642,1391
印度尼西亚,05.24,22271,5402,1372
印度尼西亚,05.23,21745,5249,1351
印度尼西亚,05.22,20796,5057,1326
印度尼西亚,05.21,20162,4838,1278
印度尼西亚,05.20,19189,4575,1242
印度尼西亚,05.19,18496,4467,1221
印度尼西亚,05.18,18010,4324,1191
印度尼西亚,05.17,17520,4129,1148
印度尼西亚,05.16,17025,3911,1089
印度尼西亚,05.15,16496,3803,1076
印度尼西亚,05.14,16006,3518,1043
印度尼西亚,05.13,15438,3287,1028
印度尼西亚,05.12,14749,3063,1007
印度尼西亚,05.11,14265,2881,991
印度尼西亚,05.10,14032,2698,973
印度尼西亚,05.09,13645,2607,959
印度尼西亚,05.08,13112,2494,943
印度尼西亚,05.07,12776,2381,930
印度尼西亚,05.06,12438,2317,895
印度尼西亚,05.05,12071,2197,872
印度尼西亚,05.04,11587,1954,864
印度尼西亚,05.03,11192,1876,845
印度尼西亚,05.02,10843,1665,831
印度尼西亚,05.01,10551,1591,800
印度尼西亚,04.30,10118,1522,792
印度尼西亚,04.29,9771,1391,784
印度尼西亚,04.28,9511,1254,773
印度尼西亚,04.27,9096,1151,765
印度尼西亚,04.26,8882,1107,743
印度尼西亚,04.25,8607,1042,720
印度尼西亚,04.24,8211,1002,689
印度尼西亚,04.23,7775,960,647
印度尼西亚,04.22,7418,913,635
印度尼西亚,04.21,7135,842,616
印度尼西亚,04.20,6760,747,590
印度尼西亚,04.19,6575,686,582
印度尼西亚,04.18,6248,635,535
印度尼西亚,04.17,5923,607,520
印度尼西亚,04.16,5516,548,498
印度尼西亚,04.15,5136,446,469
印度尼西亚,04.14,4839,426,459
印度尼西亚,04.13,4557,380,399
印度尼西亚,04.12,4241,359,373
印度尼西亚,04.11,3842,286,327
印度尼西亚,04.10,3512,282,306
印度尼西亚,04.09,3293,252,280
印度尼西亚,04.08,2956,222,240
印度尼西亚,04.07,2738,204,221
印度尼西亚,04.06,2491,192,209
印度尼西亚,04.05,2273,134,198
印度尼西亚,04.04,2092,134,191
印度尼西亚,04.03,1986,112,170
印度尼西亚,04.02,1790,81,170
印度尼西亚,04.01,1677,81,157
印度尼西亚,03.31,1528,81,136
印度尼西亚,03.30,1414,75,122
印度尼西亚,03.29,1285,35,114
印度尼西亚,03.28,1155,35,102
印度尼西亚,03.27,1046,35,87
印度尼西亚,03.26,893,9,78
印度尼西亚,03.25,790,9,58
印度尼西亚,03.24,686,9,50
印度尼西亚,03.23,579,9,49
印度尼西亚,03.22,514,9,38
印度尼西亚,03.21,450,9,38
印度尼西亚,03.20,369,9,32
印度尼西亚,03.19,309,9,5
印度尼西亚,03.18,227,9,5
印度尼西亚,03.17,172,0,2
印度尼西亚,03.16,117,0,2
印度尼西亚,03.15,117,0,2
印度尼西亚,03.14,96,0,2
印度尼西亚,03.13,69,0,2
印度尼西亚,03.12,34,0,1
印度尼西亚,03.11,34,0,1
印度尼西亚,03.10,27,0,0
印度尼西亚,03.09,19,0,0
印度尼西亚,03.08,6,0,0
印度尼西亚,03.07,4,0,0
印度尼西亚,03.06,4,0,0
印度尼西亚,03.05,2,0,0
印度尼西亚,03.04,2,0,0
印度尼西亚,03.03,2,0,0
印度尼西亚,03.02,2,0,0
卡塔尔,06.15,80876,58681,76
卡塔尔,06.14,79602,56898,73
卡塔尔,06.13,78416,55252,70
卡塔尔,06.12,76588,53296,70
卡塔尔,06.11,75071,51331,69
卡塔尔,06.10,73595,49413,66
卡塔尔,06.09,71879,47569,62
卡塔尔,06.08,70158,45935,57
卡塔尔,06.07,68790,44338,54
卡塔尔,06.06,67195,42527,51
卡塔尔,06.05,65495,40935,49
卡塔尔,06.04,63741,39468,45
卡塔尔,06.03,62160,37542,45
卡塔尔,06.02,60259,36036,43
卡塔尔,06.01,58433,33437,40
卡塔尔,05.31,56910,30290,38
卡塔尔,05.30,55262,25839,36
卡塔尔,05.29,52907,20604,36
卡塔尔,05.28,50914,15399,33
卡塔尔,05.27,48947,13283,30
卡塔尔,05.26,47207,11844,28
卡塔尔,05.25,45465,10363,26
卡塔尔,05.24,43714,9170,23
卡塔尔,05.23,42213,8513,21
卡塔尔,05.22,38651,7288,17
卡塔尔,05.21,38651,7288,17
卡塔尔,05.20,37097,6600,16
卡塔尔,05.19,35606,5634,15
卡塔尔,05.18,33969,4899,15
卡塔尔,05.17,32604,4370,15
卡塔尔,05.16,30972,3788,15
卡塔尔,05.15,29425,3546,14
卡塔尔,05.14,28272,3356,14
卡塔尔,05.13,26539,3143,14
卡塔尔,05.12,25149,3019,14
卡塔尔,05.11,23623,2840,14
卡塔尔,05.10,22520,2753,14
卡塔尔,05.09,21331,2499,13
卡塔尔,05.08,20201,2370,12
卡塔尔,05.07,18890,2286,12
卡塔尔,05.06,17972,2070,12
卡塔尔,05.05,17142,1924,12
卡塔尔,05.04,16191,1810,12
卡塔尔,05.03,15551,1664,12
卡塔尔,05.02,14872,1534,12
卡塔尔,05.01,14096,1436,12
卡塔尔,04.30,13409,1372,10
卡塔尔,04.29,12564,1243,10
卡塔尔,04.28,11921,1134,10
卡塔尔,04.27,11244,1066,10
卡塔尔,04.26,10287,1012,10
卡塔尔,04.25,9358,929,10
卡塔尔,04.24,8525,809,10
卡塔尔,04.23,7764,750,10
卡塔尔,04.22,7141,689,10
卡塔尔,04.21,6533,614,9
卡塔尔,04.20,6015,555,9
卡塔尔,04.19,5448,518,8
卡塔尔,04.18,5008,510,8
卡塔尔,04.17,4663,464,7
卡塔尔,04.16,4103,415,7
卡塔尔,04.15,3711,406,7
卡塔尔,04.14,3428,373,7
卡塔尔,04.13,3231,334,7
卡塔尔,04.12,2979,275,7
卡塔尔,04.11,2728,247,6
卡塔尔,04.10,2512,227,6
卡塔尔,04.09,2376,206,6
卡塔尔,04.08,2210,178,6
卡塔尔,04.07,1832,131,4
卡塔尔,04.06,1604,123,4
卡塔尔,04.05,1325,109,1
卡塔尔,04.04,1075,51,1
卡塔尔,04.03,949,51,1
卡塔尔,04.02,835,51,1
卡塔尔,04.01,781,51,1
卡塔尔,03.31,693,51,1
卡塔尔,03.30,634,48,1
卡塔尔,03.29,590,45,1
卡塔尔,03.28,562,43,0
卡塔尔,03.27,549,43,0
卡塔尔,03.26,537,41,0
卡塔尔,03.25,526,41,0
卡塔尔,03.24,501,37,0
卡塔尔,03.23,494,33,0
卡塔尔,03.22,481,27,0
卡塔尔,03.21,470,10,0
卡塔尔,03.20,452,4,0
卡塔尔,03.19,452,4,0
卡塔尔,03.18,439,4,0
卡塔尔,03.17,439,4,0
卡塔尔,03.16,401,4,0
卡塔尔,03.15,338,4,0
卡塔尔,03.14,338,0,0
卡塔尔,03.13,262,0,0
卡塔尔,03.12,262,0,0
卡塔尔,03.11,24,0,0
卡塔尔,03.10,18,0,0
卡塔尔,03.09,15,0,0
卡塔尔,03.08,11,0,0
卡塔尔,03.07,11,0,0
卡塔尔,03.06,11,0,0
卡塔尔,03.05,7,0,0
卡塔尔,03.04,7,0,0
卡塔尔,03.03,7,0,0
卡塔尔,03.02,1,0,0
卡塔尔,03.01,1,0,0
卡塔尔,02.29,1,0,0
多米尼加,06.15,22962,13320,592
多米尼加,06.14,22572,13094,577
多米尼加,06.13,22008,12754,568
多米尼加,06.12,21437,12541,561
多米尼加,06.11,20808,12318,550
多米尼加,06.10,20415,12208,544
多米尼加,06.09,20126,12158,539
多米尼加,06.08,19600,12007,538
多米尼加,06.07,19195,11919,536
多米尼加,06.06,18708,11736,525
多米尼加,06.05,18319,11474,520
多米尼加,06.04,18040,11224,516
多米尼加,06.03,17752,11075,515
多米尼加,06.02,17752,11075,515
多米尼加,06.01,17285,10559,502
多米尼加,05.31,16908,9557,498
多米尼加,05.30,16531,9266,488
多米尼加,05.29,16068,8952,485
多米尼加,05.28,15723,8790,474
多米尼加,05.27,15264,8534,468
多米尼加,05.26,15073,8285,460
多米尼加,05.25,14801,8133,458
多米尼加,05.24,14422,7854,458
多米尼加,05.23,13989,7572,456
多米尼加,05.22,13657,7366,448
多米尼加,05.21,13477,7142,446
多米尼加,05.20,13223,6613,441
多米尼加,05.19,12725,6613,434
多米尼加,05.18,12314,5847,428
多米尼加,05.17,12110,3726,428
多米尼加,05.16,11739,3557,424
多米尼加,05.15,11320,3351,422
多米尼加,05.14,11196,3221,409
多米尼加,05.13,10900,3221,402
多米尼加,05.12,10634,2870,393
多米尼加,05.11,10347,2763,388
多米尼加,05.10,9882,2584,385
多米尼加,05.09,9376,2286,380
多米尼加,05.08,9095,2064,373
多米尼加,05.07,8807,1960,362
多米尼加,05.06,8480,1905,354
多米尼加,05.05,8235,1771,346
多米尼加,05.04,7954,1606,333
多米尼加,05.03,7578,1481,326
多米尼加,05.02,7288,1387,313
多米尼加,05.01,6972,1301,301
多米尼加,04.30,6652,1228,293
多米尼加,04.29,6416,1165,286
多米尼加,04.28,6293,993,282
多米尼加,04.27,6135,910,278
多米尼加,04.26,5926,822,273
多米尼加,04.25,5749,763,267
多米尼加,04.24,5543,674,265
多米尼加,04.23,5300,581,260
多米尼加,04.22,5044,463,245
多米尼加,04.21,4964,416,235
多米尼加,04.20,4680,363,226
多米尼加,04.19,4335,312,217
多米尼加,04.18,4126,268,200
多米尼加,04.17,3755,215,196
多米尼加,04.16,3614,208,189
多米尼加,04.15,3286,162,183
多米尼加,04.14,3167,152,177
多米尼加,04.13,2967,131,173
多米尼加,04.12,2759,108,135
多米尼加,04.11,2620,98,126
多米尼加,04.10,2349,80,118
多米尼加,04.09,2111,50,108
多米尼加,04.08,1956,36,98
多米尼加,04.07,1828,33,86
多米尼加,04.06,1745,17,82
多米尼加,04.05,1488,4,42
多米尼加,04.04,1488,4,42
多米尼加,04.03,1380,4,42
多米尼加,04.02,1284,4,42
多米尼加,04.01,1109,4,42
多米尼加,03.31,901,4,42
多米尼加,03.30,859,0,39
多米尼加,03.29,34,0,2
多米尼加,03.28,34,0,2
多米尼加,03.27,34,0,2
多米尼加,03.26,34,0,2
多米尼加,03.25,34,0,2
多米尼加,03.24,34,0,2
多米尼加,03.23,34,0,2
多米尼加,03.22,34,0,2
多米尼加,03.21,34,0,2
多米尼加,03.20,34,0,2
多米尼加,03.19,21,0,1
多米尼加,03.18,21,0,1
多米尼加,03.17,21,0,1
多米尼加,03.16,5,0,0
多米尼加,03.15,5,0,0
多米尼加,03.14,5,0,0
多米尼加,03.13,5,0,0
多米尼加,03.12,5,0,0
多米尼加,03.11,5,0,0
